VentaID,Fecha,Hora,Producto,Categoria,ClienteNombre,ClienteCiudad,MedioPago,Unidades,PrecioUnit,DescuentoPct
32,2023-02-04,20:07,Té,Bebida,Pablo,Madrid,Tarjeta,2,2.55,0
33,2023-02-04,12:16,Croissant,Comida,Hugo,Zaragoza,Tarjeta,1,2.16,0
34,2023-02-04,13:43,Croissant,Comida,Lucía,Madrid,Tarjeta,1,2.2,0
35,2023-02-04,18:09,Té,Bebida,Iván,Valencia,Tarjeta,1,2.55,0
36,2023-02-04,18:46,Croissant,Comida,Mario,Madrid,Efectivo,1,2.16,0
37,2023-02-04,14:54,Té,Bebida,Iván,Valencia,Apple Pay,1,2.5,0
38,2023-02-04,19:52,Tostada,Comida,Hugo,Zaragoza,Efectivo,1,1.96,0
39,2023-02-04,18:41,Cappuccino,Bebida,Marta,Madrid,Tarjeta,1,3.26,0
40,2023-02-04,10:09,Bocadillo,Comida,Marta,Madrid,Efectivo,1,4.5,0
41,2023-02-04,14:54,Americano,Bebida,Sergio,Madrid,Tarjeta,1,2.0,0
42,2023-02-04,16:03,Latte,Bebida,Elena,Madrid,Tarjeta,1,3.5,5
43,2023-02-05,08:32,Brownie,Comida,Ana,Madrid,Bizum,1,2.8,0
44,2023-02-05,14:40,Cookie,Comida,Mario,Madrid,Bizum,2,1.89,5
45,2023-02-05,07:49,Brownie,Comida,Elena,Madrid,Apple Pay,1,2.94,0
46,2023-02-05,10:26,Latte,Bebida,Elena,Madrid,Tarjeta,1,3.5,0
47,2023-02-05,16:33,Brownie,Comida,Marta,Madrid,Tarjeta,1,2.94,0
48,2023-02-05,12:13,Brownie,Comida,Sergio,Madrid,Tarjeta,1,2.8,0
49,2023-02-05,15:03,Brownie,Comida,Laura,Madrid,Bizum,1,2.74,0
50,2023-02-05,15:13,Brownie,Comida,Carla,Madrid,Efectivo,1,2.8,0
51,2023-02-06,17:02,Té,Bebida,Sergio,Madrid,Tarjeta,1,2.5,0
52,2023-02-06,15:02,Cappuccino,Bebida,Mario,Madrid,Google Pay,1,3.26,0
53,2023-02-06,09:35,Americano,Bebida,Carla,Madrid,Tarjeta,1,2.0,0
54,2023-02-06,15:28,Croissant,Comida,Mario,Madrid,Bizum,1,2.2,10
55,2023-02-06,10:15,Bocadillo,Comida,Ana,Madrid,Bizum,1,4.5,0
56,2023-02-06,12:56,Croissant,Comida,Sofía,Madrid,Tarjeta,1,2.2,0
57,2023-02-06,14:03,Brownie,Comida,Iván,Valencia,Bizum,1,2.74,0
58,2023-02-07,09:17,Americano,Bebida,Carla,Madrid,Tarjeta,1,2.0,0
59,2023-02-07,14:42,Cappuccino,Bebida,Iván,Valencia,Tarjeta,1,3.2,0
60,2023-02-07,16:17,Chocolate,Bebida,Elena,Madrid,Apple Pay,1,3.15,0
61,2023-02-07,14:45,Chocolate,Bebida,Nuria,Bilbao,Tarjeta,1,3.0,0
62,2023-02-07,17:52,Americano,Bebida,Mario,Madrid,Tarjeta,2,1.96,10
63,2023-02-07,16:56,Americano,Bebida,Elena,Madrid,Tarjeta,1,2.0,0
64,2023-02-07,09:22,Cappuccino,Bebida,Diego,Barcelona,Google Pay,1,3.2,0
65,2023-02-07,20:27,Chocolate,Bebida,Marta,Madrid,Tarjeta,1,3.15,0
66,2023-02-07,11:46,Cappuccino,Bebida,Ana,Madrid,Tarjeta,1,3.14,0
67,2023-02-07,15:36,Brownie,Comida,Laura,Madrid,Tarjeta,3,2.94,0
68,2023-02-07,14:12,Tostada,Comida,Ana,Madrid,Google Pay,1,2.1,0
69,2023-02-08,14:24,Té,Bebida,Sergio,Madrid,Tarjeta,1,2.5,0
70,2023-02-08,14:51,Latte,Bebida,Carla,Madrid,Google Pay,1,3.5,0
71,2023-02-08,17:43,Tostada,Comida,Marta,Madrid,Tarjeta,2,2.0,0
72,2023-02-08,07:33,Cappuccino,Bebida,Ana,Madrid,Efectivo,1,3.26,0
73,2023-02-08,12:46,Brownie,Comida,Bruno,Sevilla,Tarjeta,1,2.74,0
74,2023-02-09,16:04,Tostada,Comida,Ana,Madrid,Tarjeta,1,2.0,0
75,2023-02-09,09:57,Latte,Bebida,Pablo,Madrid,Tarjeta,1,3.43,0
76,2023-02-09,08:56,Chocolate,Bebida,Diego,Barcelona,Efectivo,1,3.0,0
77,2023-02-09,14:08,Cappuccino,Bebida,Nuria,Bilbao,Google Pay,1,3.36,5
78,2023-02-09,18:28,Cappuccino,Bebida,Hugo,Zaragoza,Tarjeta,1,3.36,15
79,2023-02-09,09:52,Brownie,Comida,Marta,Madrid,Tarjeta,1,2.94,0
80,2023-02-09,19:38,Latte,Bebida,Mario,Madrid,Tarjeta,2,3.68,0
81,2023-02-09,18:22,Americano,Bebida,Pablo,Madrid,Google Pay,1,2.0,0
82,2023-02-09,18:11,Bocadillo,Comida,Carla,Madrid,Google Pay,1,4.41,0
83,2023-02-09,20:16,Latte,Bebida,Sergio,Madrid,Efectivo,1,3.43,0
84,2023-02-09,11:48,Brownie,Comida,Mario,Madrid,Tarjeta,1,2.86,0
85,2023-02-09,15:55,Té,Bebida,Hugo,Zaragoza,Tarjeta,1,2.55,0
86,2023-02-10,18:17,Chocolate,Bebida,Elena,Madrid,Tarjeta,1,3.15,0
87,2023-02-10,18:06,Croissant,Comida,Pablo,Madrid,Tarjeta,1,2.2,0
88,2023-02-10,19:18,Bocadillo,Comida,Nuria,Bilbao,Tarjeta,1,4.41,0
89,2023-02-10,15:27,Brownie,Comida,Ana,Madrid,Efectivo,1,2.86,0
90,2023-02-10,15:34,Té,Bebida,Hugo,Zaragoza,Tarjeta,1,2.45,5
91,2023-02-10,12:05,Brownie,Comida,Laura,Madrid,Tarjeta,2,2.86,0
92,2023-02-10,09:55,Té,Bebida,Diego,Barcelona,Tarjeta,1,2.45,10
93,2023-02-10,12:16,Cappuccino,Bebida,Sofía,Madrid,Tarjeta,1,3.36,10
94,2023-02-11,14:13,Bocadillo,Comida,Mario,Madrid,Tarjeta,2,4.59,0
95,2023-02-11,14:36,Bocadillo,Comida,Laura,Madrid,Tarjeta,1,4.5,10
96,2023-02-11,14:17,Croissant,Comida,Carla,Madrid,Tarjeta,1,2.2,0
97,2023-02-11,11:49,Latte,Bebida,Iván,Valencia,Google Pay,2,3.5,0
98,2023-02-11,20:23,Cookie,Comida,Carla,Madrid,Tarjeta,1,1.84,0
99,2023-02-11,18:20,Latte,Bebida,Bruno,Sevilla,Apple Pay,2,3.5,0
100,2023-02-11,13:52,Tostada,Comida,Mario,Madrid,Tarjeta,1,2.0,10
101,2023-02-12,16:52,Tostada,Comida,Hugo,Zaragoza,Google Pay,2,2.1,5
102,2023-02-12,18:29,Tostada,Comida,Ana,Madrid,Bizum,1,2.0,0
103,2023-02-12,14:34,Brownie,Comida,Elena,Madrid,Tarjeta,1,2.86,0
104,2023-02-12,12:38,Chocolate,Bebida,Carla,Madrid,Tarjeta,1,3.0,0
105,2023-02-12,11:02,Cappuccino,Bebida,Lucía,Madrid,Tarjeta,1,3.14,0
106,2023-02-12,20:27,Té,Bebida,Sergio,Madrid,Apple Pay,1,2.5,0
107,2023-02-12,16:59,Té,Bebida,Lucía,Madrid,Tarjeta,1,2.5,0
108,2023-02-12,20:17,Cookie,Comida,Iván,Valencia,Tarjeta,1,1.76,0
109,2023-02-12,13:16,Brownie,Comida,Elena,Madrid,Tarjeta,1,2.8,0
110,2023-02-13,16:31,Croissant,Comida,Hugo,Zaragoza,Tarjeta,1,2.31,0
111,2023-02-13,14:03,Americano,Bebida,Pablo,Madrid,Bizum,1,2.0,0
112,2023-02-13,09:40,Chocolate,Bebida,Diego,Barcelona,Efectivo,2,2.94,0
113,2023-02-13,07:30,Bocadillo,Comida,Laura,Madrid,Tarjeta,2,4.59,0
114,2023-02-13,11:44,Brownie,Comida,Iván,Valencia,Tarjeta,2,2.86,5
115,2023-02-13,19:49,Brownie,Comida,Hugo,Zaragoza,Tarjeta,3,2.74,0
116,2023-02-13,07:31,Bocadillo,Comida,Sofía,Madrid,Efectivo,1,4.41,0
117,2023-02-14,09:41,Latte,Bebida,Hugo,Zaragoza,Tarjeta,1,3.5,0
118,2023-02-14,16:27,Americano,Bebida,Pablo,Madrid,Tarjeta,1,2.0,0
119,2023-02-14,12:38,Cookie,Comida,Nuria,Bilbao,Tarjeta,1,1.89,0
120,2023-02-14,16:50,Té,Bebida,Lucía,Madrid,Tarjeta,1,2.5,0
121,2023-02-14,16:00,Chocolate,Bebida,Ana,Madrid,Tarjeta,1,3.0,0
122,2023-02-14,13:49,Chocolate,Bebida,Mario,Madrid,Efectivo,1,3.06,0
123,2023-02-14,10:52,Tostada,Comida,Ana,Madrid,Tarjeta,1,2.04,0
124,2023-02-14,10:55,Brownie,Comida,Laura,Madrid,Bizum,1,2.86,0
125,2023-02-14,09:21,Bocadillo,Comida,Bruno,Sevilla,Bizum,1,4.5,0
126,2023-02-14,17:39,Té,Bebida,Nuria,Bilbao,Tarjeta,1,2.45,0
127,2023-02-15,14:35,Latte,Bebida,Marta,Madrid,Google Pay,3,3.5,0
128,2023-02-15,20:00,Bocadillo,Comida,Laura,Madrid,Bizum,2,4.5,0
129,2023-02-15,20:14,Croissant,Comida,Iván,Valencia,Google Pay,1,2.31,10
130,2023-02-15,15:03,Tostada,Comida,Lucía,Madrid,Tarjeta,2,2.0,0
131,2023-02-16,17:04,Americano,Bebida,Marta,Madrid,Tarjeta,1,1.96,0
132,2023-02-16,08:59,Chocolate,Bebida,Hugo,Zaragoza,Tarjeta,2,3.06,0
133,2023-02-16,13:01,Brownie,Comida,Laura,Madrid,Bizum,2,2.8,0
134,2023-02-17,08:11,Tostada,Comida,Carla,Madrid,Bizum,1,2.04,0
135,2023-02-17,17:50,Latte,Bebida,Diego,Barcelona,Tarjeta,1,3.43,0
136,2023-02-17,12:12,Cookie,Comida,Carla,Madrid,Tarjeta,1,1.8,0
137,2023-02-17,09:19,Americano,Bebida,Bruno,Sevilla,Tarjeta,1,2.0,0
138,2023-02-17,15:55,Tostada,Comida,Lucía,Madrid,Bizum,1,2.04,0
139,2023-02-18,17:51,Chocolate,Bebida,Marta,Madrid,Google Pay,2,3.0,0
140,2023-02-18,08:50,Croissant,Comida,Ana,Madrid,Tarjeta,1,2.31,0
141,2023-02-18,15:43,Té,Bebida,Sergio,Madrid,Tarjeta,1,2.45,0
142,2023-02-18,12:01,Tostada,Comida,Sergio,Madrid,Tarjeta,2,1.96,0
143,2023-02-18,10:27,Bocadillo,Comida,Nuria,Bilbao,Tarjeta,3,4.59,0
144,2023-02-18,12:30,Té,Bebida,Ana,Madrid,Tarjeta,1,2.45,0
145,2023-02-18,14:59,Chocolate,Bebida,Bruno,Sevilla,Tarjeta,1,3.0,0
146,2023-02-18,10:42,Chocolate,Bebida,Ana,Madrid,Tarjeta,2,3.15,0
147,2023-02-18,18:35,Té,Bebida,Carla,Madrid,Tarjeta,1,2.5,0
148,2023-02-18,11:26,Latte,Bebida,Hugo,Zaragoza,Tarjeta,1,3.57,0
149,2023-02-19,10:44,Chocolate,Bebida,Elena,Madrid,Tarjeta,1,2.94,0
150,2023-02-19,15:09,Americano,Bebida,Nuria,Bilbao,Google Pay,1,2.0,0
151,2023-02-19,19:36,Latte,Bebida,Nuria,Bilbao,Tarjeta,1,3.68,0
152,2023-02-19,11:51,Croissant,Comida,Nuria,Bilbao,Tarjeta,1,2.2,0
153,2023-02-19,14:28,Té,Bebida,Laura,Madrid,Efectivo,2,2.5,0
154,2023-02-20,16:51,Americano,Bebida,Pablo,Madrid,Tarjeta,1,2.04,0
155,2023-02-20,18:24,Tostada,Comida,Lucía,Madrid,Tarjeta,1,2.0,0
156,2023-02-20,18:53,Chocolate,Bebida,Sergio,Madrid,Tarjeta,1,3.0,0
157,2023-02-20,14:36,Cookie,Comida,Bruno,Sevilla,Tarjeta,2,1.84,0
158,2023-02-21,19:55,Croissant,Comida,Laura,Madrid,Apple Pay,1,2.24,15
159,2023-02-21,14:25,Cappuccino,Bebida,Diego,Barcelona,Tarjeta,1,3.14,0
160,2023-02-21,16:54,Cappuccino,Bebida,Nuria,Bilbao,Apple Pay,1,3.14,0
161,2023-02-21,20:04,Americano,Bebida,Marta,Madrid,Efectivo,1,2.0,5
162,2023-02-21,09:21,Cappuccino,Bebida,Sergio,Madrid,Tarjeta,1,3.14,0
163,2023-02-21,15:44,Té,Bebida,Diego,Barcelona,Tarjeta,1,2.45,0
164,2023-02-21,19:14,Tostada,Comida,Carla,Madrid,Tarjeta,1,2.1,5
165,2023-02-22,10:50,Té,Bebida,Elena,Madrid,Apple Pay,1,2.62,0
166,2023-02-22,10:10,Latte,Bebida,Elena,Madrid,Tarjeta,1,3.68,0
167,2023-02-22,20:25,Té,Bebida,Diego,Barcelona,Tarjeta,1,2.62,0
168,2023-02-22,16:53,Americano,Bebida,Pablo,Madrid,Tarjeta,1,2.04,0
169,2023-02-22,14:45,Tostada,Comida,Elena,Madrid,Efectivo,1,2.0,0
170,2023-02-22,18:03,Bocadillo,Comida,Diego,Barcelona,Efectivo,1,4.41,0
171,2023-02-22,10:33,Cookie,Comida,Lucía,Madrid,Tarjeta,1,1.84,0
172,2023-02-23,09:03,Cappuccino,Bebida,Hugo,Zaragoza,Tarjeta,1,3.2,0
173,2023-02-23,08:54,Latte,Bebida,Hugo,Zaragoza,Tarjeta,1,3.5,0
174,2023-02-23,13:56,Brownie,Comida,Mario,Madrid,Bizum,1,2.94,0
175,2023-02-23,10:48,Americano,Bebida,Pablo,Madrid,Google Pay,3,1.96,0
176,2023-02-23,08:37,Cappuccino,Bebida,Marta,Madrid,Google Pay,1,3.2,0
177,2023-02-23,12:11,Cappuccino,Bebida,Elena,Madrid,Tarjeta,1,3.36,0
178,2023-02-23,11:03,Brownie,Comida,Mario,Madrid,Bizum,2,2.86,0
179,2023-02-23,10:36,Croissant,Comida,Nuria,Bilbao,Tarjeta,1,2.2,0
180,2023-02-24,12:00,Croissant,Comida,Diego,Barcelona,Tarjeta,2,2.2,10
181,2023-02-24,16:58,Croissant,Comida,Iván,Valencia,Bizum,2,2.24,0
182,2023-02-24,18:14,Americano,Bebida,Sergio,Madrid,Efectivo,1,2.1,5
183,2023-02-24,17:21,Chocolate,Bebida,Elena,Madrid,Tarjeta,1,3.0,0
184,2023-02-24,20:11,Bocadillo,Comida,Marta,Madrid,Tarjeta,1,4.73,0
185,2023-02-24,18:49,Chocolate,Bebida,Laura,Madrid,Tarjeta,1,3.15,0
186,2023-02-24,18:00,Latte,Bebida,Mario,Madrid,Tarjeta,1,3.5,0
187,2023-02-24,17:57,Latte,Bebida,Pablo,Madrid,Tarjeta,1,3.5,0
188,2023-02-24,16:25,Cookie,Comida,Pablo,Madrid,Tarjeta,1,1.76,0
189,2023-02-24,13:45,Chocolate,Bebida,Carla,Madrid,Tarjeta,1,3.0,0
190,2023-02-24,19:34,Latte,Bebida,Nuria,Bilbao,Apple Pay,2,3.5,0
191,2023-02-24,14:21,Cappuccino,Bebida,Marta,Madrid,Tarjeta,2,3.2,0
192,2023-02-25,18:31,Brownie,Comida,Hugo,Zaragoza,Tarjeta,2,2.94,0
193,2023-02-25,08:15,Bocadillo,Comida,Nuria,Bilbao,Tarjeta,1,4.41,10
194,2023-02-25,07:42,Té,Bebida,Laura,Madrid,Tarjeta,1,2.45,0
195,2023-02-25,17:52,Cappuccino,Bebida,Nuria,Bilbao,Tarjeta,1,3.36,10
196,2023-02-25,08:35,Cookie,Comida,Pablo,Madrid,Tarjeta,1,1.8,0
197,2023-02-25,13:54,Bocadillo,Comida,Bruno,Sevilla,Efectivo,1,4.41,15
198,2023-02-25,10:29,Americano,Bebida,Elena,Madrid,Tarjeta,1,2.04,5
199,2023-02-25,19:38,Latte,Bebida,Ana,Madrid,Google Pay,1,3.5,0
200,2023-02-25,12:01,Tostada,Comida,Laura,Madrid,Tarjeta,1,2.1,0
201,2023-02-25,07:45,Té,Bebida,Bruno,Sevilla,Efectivo,1,2.62,10
202,2023-02-25,10:46,Té,Bebida,Marta,Madrid,Tarjeta,2,2.5,0
203,2023-02-26,15:30,Tostada,Comida,Mario,Madrid,Tarjeta,2,2.1,0
204,2023-02-26,17:14,Latte,Bebida,Lucía,Madrid,Apple Pay,1,3.5,0
205,2023-02-26,10:25,Cookie,Comida,Mario,Madrid,Tarjeta,1,1.89,0
206,2023-02-26,09:55,Cookie,Comida,Marta,Madrid,Tarjeta,2,1.8,0
207,2023-02-26,08:37,Latte,Bebida,Sofía,Madrid,Tarjeta,1,3.43,0
208,2023-02-26,20:23,Brownie,Comida,Elena,Madrid,Efectivo,2,2.74,0
209,2023-02-26,08:04,Té,Bebida,Mario,Madrid,Bizum,1,2.45,0
210,2023-02-26,15:38,Americano,Bebida,Laura,Madrid,Google Pay,2,2.0,5
211,2023-02-26,14:43,Té,Bebida,Iván,Valencia,Tarjeta,1,2.5,0
212,2023-02-26,12:58,Chocolate,Bebida,Bruno,Sevilla,Tarjeta,1,3.0,0
213,2023-02-27,14:32,Chocolate,Bebida,Hugo,Zaragoza,Google Pay,1,2.94,0
214,2023-02-27,16:40,Croissant,Comida,Laura,Madrid,Tarjeta,1,2.16,0
215,2023-02-27,10:24,Americano,Bebida,Nuria,Bilbao,Tarjeta,1,2.0,5
216,2023-02-27,09:07,Latte,Bebida,Diego,Barcelona,Tarjeta,1,3.57,0
217,2023-02-27,11:56,Bocadillo,Comida,Lucía,Madrid,Efectivo,1,4.73,0
218,2023-02-27,16:00,Té,Bebida,Nuria,Bilbao,Google Pay,2,2.5,0
219,2023-02-27,09:17,Americano,Bebida,Marta,Madrid,Tarjeta,1,2.1,0
220,2023-02-27,14:42,Tostada,Comida,Pablo,Madrid,Tarjeta,2,1.96,0
221,2023-02-27,16:03,Chocolate,Bebida,Mario,Madrid,Efectivo,1,3.15,0
222,2023-02-27,16:34,Té,Bebida,Marta,Madrid,Tarjeta,2,2.5,5
223,2023-02-28,16:24,Latte,Bebida,Nuria,Bilbao,Bizum,1,3.5,0
224,2023-02-28,15:24,Brownie,Comida,Marta,Madrid,Apple Pay,1,2.8,0
225,2023-02-28,18:28,Té,Bebida,Lucía,Madrid,Efectivo,1,2.55,0
226,2023-02-28,10:08,Chocolate,Bebida,Mario,Madrid,Efectivo,1,3.15,0
227,2023-02-28,10:14,Croissant,Comida,Sofía,Madrid,Tarjeta,1,2.2,0
228,2023-03-01,10:50,Americano,Bebida,Ana,Madrid,Tarjeta,1,1.96,0
229,2023-03-01,12:10,Chocolate,Bebida,Diego,Barcelona,Tarjeta,1,3.06,0
230,2023-03-01,15:25,Chocolate,Bebida,Ana,Madrid,Tarjeta,1,3.06,5
231,2023-03-01,18:17,Tostada,Comida,Laura,Madrid,Tarjeta,1,2.1,5
232,2023-03-01,20:08,Cookie,Comida,Bruno,Sevilla,Tarjeta,1,1.76,0
233,2023-03-01,11:24,Cookie,Comida,Ana,Madrid,Apple Pay,1,1.84,0
234,2023-03-01,18:26,Cookie,Comida,Pablo,Madrid,Bizum,2,1.8,5
235,2023-03-02,14:19,Americano,Bebida,Iván,Valencia,Tarjeta,2,2.0,0
236,2023-03-02,18:06,Tostada,Comida,Sofía,Madrid,Bizum,1,1.96,0
237,2023-03-02,07:40,Cappuccino,Bebida,Elena,Madrid,Tarjeta,2,3.2,0
238,2023-03-02,11:13,Americano,Bebida,Diego,Barcelona,Apple Pay,1,2.1,5
239,2023-03-02,17:18,Té,Bebida,Marta,Madrid,Bizum,1,2.45,10
240,2023-03-02,16:24,Brownie,Comida,Lucía,Madrid,Tarjeta,1,2.8,0
241,2023-03-02,14:11,Té,Bebida,Carla,Madrid,Tarjeta,3,2.5,10
242,2023-03-02,11:48,Cookie,Comida,Sergio,Madrid,Bizum,1,1.76,0
243,2023-03-03,18:13,Americano,Bebida,Bruno,Sevilla,Tarjeta,1,2.04,0
244,2023-03-03,16:29,Americano,Bebida,Sofía,Madrid,Efectivo,1,2.04,0
245,2023-03-03,08:40,Bocadillo,Comida,Ana,Madrid,Google Pay,1,4.5,10
246,2023-03-03,13:31,Brownie,Comida,Hugo,Zaragoza,Bizum,1,2.8,0
247,2023-03-03,20:28,Tostada,Comida,Pablo,Madrid,Efectivo,1,2.0,0
248,2023-03-03,12:03,Bocadillo,Comida,Sergio,Madrid,Efectivo,1,4.5,0
249,2023-03-03,07:32,Tostada,Comida,Sofía,Madrid,Tarjeta,1,2.04,0
250,2023-03-03,15:41,Té,Bebida,Hugo,Zaragoza,Bizum,1,2.5,0
251,2023-03-04,14:04,Croissant,Comida,Lucía,Madrid,Tarjeta,1,2.2,0
252,2023-03-04,16:33,Croissant,Comida,Laura,Madrid,Tarjeta,1,2.2,0
253,2023-03-04,18:41,Latte,Bebida,Elena,Madrid,Tarjeta,1,3.43,0
254,2023-03-04,15:12,Cappuccino,Bebida,Bruno,Sevilla,Tarjeta,2,3.2,0
255,2023-03-04,17:54,Tostada,Comida,Carla,Madrid,Bizum,1,2.0,0
256,2023-03-04,18:21,Americano,Bebida,Mario,Madrid,Efectivo,1,2.1,10
257,2023-03-04,18:57,Té,Bebida,Elena,Madrid,Tarjeta,1,2.55,0
258,2023-03-04,15:34,Tostada,Comida,Mario,Madrid,Tarjeta,1,2.0,0
259,2023-03-05,16:00,Cappuccino,Bebida,Lucía,Madrid,Tarjeta,1,3.2,0
260,2023-03-05,15:29,Latte,Bebida,Marta,Madrid,Tarjeta,1,3.5,5
261,2023-03-05,19:02,Bocadillo,Comida,Sofía,Madrid,Tarjeta,1,4.59,0
262,2023-03-06,19:08,Latte,Bebida,Iván,Valencia,Tarjeta,1,3.43,0
263,2023-03-06,20:25,Americano,Bebida,Sofía,Madrid,Google Pay,1,2.04,0
264,2023-03-06,09:06,Tostada,Comida,Mario,Madrid,Tarjeta,1,2.0,0
265,2023-03-06,12:20,Brownie,Comida,Elena,Madrid,Efectivo,1,2.8,0
266,2023-03-06,13:33,Latte,Bebida,Diego,Barcelona,Tarjeta,2,3.5,0
267,2023-03-06,10:58,Chocolate,Bebida,Elena,Madrid,Tarjeta,2,3.0,0
268,2023-03-06,09:40,Té,Bebida,Pablo,Madrid,Tarjeta,1,2.5,0
269,2023-03-07,14:25,Latte,Bebida,Nuria,Bilbao,Google Pay,1,3.68,0
270,2023-03-07,15:36,Americano,Bebida,Sergio,Madrid,Tarjeta,1,2.0,0
271,2023-03-07,13:55,Brownie,Comida,Nuria,Bilbao,Bizum,2,2.94,0
272,2023-03-08,11:07,Cookie,Comida,Nuria,Bilbao,Tarjeta,2,1.76,0
273,2023-03-08,08:07,Cappuccino,Bebida,Laura,Madrid,Efectivo,1,3.2,0
274,2023-03-08,12:46,Latte,Bebida,Diego,Barcelona,Bizum,1,3.5,5
275,2023-03-08,07:50,Cappuccino,Bebida,Sergio,Madrid,Bizum,1,3.2,5
276,2023-03-08,08:10,Latte,Bebida,Diego,Barcelona,Tarjeta,1,3.68,0
277,2023-03-08,15:07,Cookie,Comida,Elena,Madrid,Tarjeta,1,1.84,0
278,2023-03-08,15:36,Cookie,Comida,Iván,Valencia,Tarjeta,3,1.8,0
279,2023-03-08,18:11,Bocadillo,Comida,Hugo,Zaragoza,Tarjeta,1,4.5,0
280,2023-03-08,11:13,Americano,Bebida,Laura,Madrid,Tarjeta,3,1.96,0
281,2023-03-08,15:11,Chocolate,Bebida,Elena,Madrid,Tarjeta,1,3.0,0
282,2023-03-08,19:57,Croissant,Comida,Sofía,Madrid,Bizum,1,2.2,5
283,2023-03-09,08:23,Bocadillo,Comida,Hugo,Zaragoza,Tarjeta,1,4.5,0
284,2023-03-09,12:49,Cookie,Comida,Sofía,Madrid,Tarjeta,1,1.8,0
285,2023-03-09,13:46,Bocadillo,Comida,Sofía,Madrid,Efectivo,1,4.5,10
286,2023-03-09,13:41,Cappuccino,Bebida,Nuria,Bilbao,Bizum,1,3.14,0
287,2023-03-09,12:08,Bocadillo,Comida,Pablo,Madrid,Tarjeta,1,4.59,0
288,2023-03-09,13:10,Chocolate,Bebida,Hugo,Zaragoza,Bizum,1,3.15,0
289,2023-03-09,17:28,Cappuccino,Bebida,Elena,Madrid,Efectivo,1,3.2,10
290,2023-03-09,11:29,Tostada,Comida,Diego,Barcelona,Google Pay,1,2.1,0
291,2023-03-09,10:11,Croissant,Comida,Hugo,Zaragoza,Tarjeta,1,2.24,0
292,2023-03-10,17:15,Latte,Bebida,Nuria,Bilbao,Google Pay,1,3.5,0
293,2023-03-10,13:25,Brownie,Comida,Marta,Madrid,Tarjeta,1,2.86,5
294,2023-03-10,12:46,Tostada,Comida,Sergio,Madrid,Tarjeta,1,2.0,0
295,2023-03-10,20:19,Té,Bebida,Nuria,Bilbao,Tarjeta,2,2.62,0
